customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00345,Female,0,No,Yes,6,No,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),28.37,7904.2,Yes
CUST00346,Female,1,Yes,Yes,25,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),114.12,5036.23,No
CUST00347,Female,1,Yes,No,8,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),36.11,8161.15,No
CUST00348,Male,0,No,No,33,No,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),89.89,7456.5,No
CUST00349,Male,0,No,No,28,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),117.5,5598.52,No
CUST00350,Female,0,Yes,No,24,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),51.99,469.34,No
CUST00351,Male,1,No,No,28,No,Yes,No,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,88.41,6483.1,No
CUST00352,Male,1,Yes,Yes,13,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),73.63,8898.54,Yes
CUST00353,Female,1,No,Yes,66,No,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,81.4,2632.39,No
CUST00354,Male,1,Yes,Yes,48,No,No phone service,No,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),85.3,865.56,Yes
CUST00355,Male,0,No,Yes,49,No,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,22.43,4779.46,No
CUST00356,Female,0,No,No,62,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),53.2,3107.61,Yes
CUST00357,Male,1,Yes,Yes,4,Yes,No,No,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),69.15,2524.93,Yes
CUST00358,Male,0,No,Yes,12,No,Yes,DSL,No internet service,No,No internet service,No,No,No internet service,One year,No,Electronic check,105.63,8259.45,No
CUST00359,Male,1,No,No,4,No,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,40.31,7107.39,No
CUST00360,Female,1,No,No,36,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,83.62,1651.4,Yes
CUST00361,Male,1,Yes,Yes,66,No,No,No,Yes,No,Yes,No internet service,No,No,Two year,No,Mailed check,22.65,4672.69,Yes
CUST00362,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,112.98,8968.99,Yes
CUST00363,Male,0,No,Yes,6,No,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),100.57,5000.13,No
CUST00364,Male,0,Yes,Yes,11,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,63.66,4371.71,No
CUST00365,Male,0,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),117.49,6738.2,No
CUST00366,Female,1,No,No,33,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Two year,No,Mailed check,70.0,3958.9,No
CUST00367,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.11,6097.74,No
CUST00368,Female,1,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),69.97,2140.62,Yes
CUST00369,Female,1,Yes,No,22,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Credit card (automatic),68.98,4106.05,Yes
CUST00370,Female,0,Yes,No,24,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,37.92,3607.15,Yes
CUST00371,Male,0,Yes,Yes,44,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No internet service,One year,No,Credit card (automatic),22.75,3374.18,Yes
CUST00372,Female,0,Yes,No,21,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),75.11,7032.87,No
CUST00373,Male,1,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Two year,Yes,Mailed check,49.41,7341.7,Yes
CUST00374,Male,1,No,Yes,52,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),57.61,5613.49,Yes
CUST00375,Female,0,Yes,No,56,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),28.18,472.71,No
CUST00376,Female,1,Yes,No,8,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,66.2,8816.63,No
CUST00377,Male,1,No,No,1,No,No phone service,No,No,No,No,Yes,No internet service,No,Two year,No,Mailed check,104.17,4256.97,No
CUST00378,Female,0,No,No,5,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),72.74,2423.24,No
CUST00379,Female,0,No,Yes,66,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,No,Mailed check,37.66,3659.22,Yes
CUST00380,Female,1,Yes,No,51,No,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Electronic check,45.37,6504.44,No
CUST00381,Female,1,Yes,No,45,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),61.02,2543.72,No
CUST00382,Male,1,No,No,52,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.56,7830.2,No
CUST00383,Male,1,Yes,No,20,No,Yes,No,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,82.74,4643.48,Yes
CUST00384,Male,1,No,Yes,24,No,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),82.81,2218.24,Yes
CUST00385,Male,1,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,100.18,182.53,No
CUST00386,Female,1,No,Yes,41,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,33.24,8410.72,Yes
CUST00387,Male,1,No,No,59,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,56.12,1731.62,No
CUST00388,Female,1,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,One year,No,Electronic check,97.82,8943.26,Yes
CUST00389,Female,1,Yes,Yes,27,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,68.53,7401.89,Yes
CUST00390,Female,1,No,No,61,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),21.71,5305.86,Yes
CUST00391,Male,1,No,Yes,41,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.58,3624.66,Yes
CUST00392,Female,1,No,No,10,No,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,91.85,3216.33,Yes
CUST00393,Female,0,No,Yes,61,No,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),109.8,2192.32,Yes
CUST00394,Female,0,No,Yes,35,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.71,5863.6,Yes
CUST00395,Female,0,No,Yes,34,No,No,DSL,No,No,No,Yes,No internet service,No,One year,No,Electronic check,75.05,2702.27,No
CUST00396,Female,0,Yes,Yes,4,No,Yes,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,26.39,1119.64,No
CUST00397,Male,1,No,No,66,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),115.74,4057.92,Yes
CUST00398,Female,0,No,Yes,52,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,26.82,8413.28,No
CUST00399,Male,0,Yes,No,72,No,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,No,Credit card (automatic),63.25,8446.35,No
CUST00400,Female,0,No,Yes,32,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),49.55,7978.05,Yes
CUST00401,Female,1,Yes,No,27,No,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),53.61,7682.87,No
CUST00402,Female,1,Yes,No,47,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,97.68,8725.45,No
CUST00403,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,76.24,8228.62,Yes
CUST00404,Female,0,No,Yes,39,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,One year,No,Mailed check,100.63,5100.04,No
CUST00405,Male,0,Yes,No,71,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Two year,No,Credit card (automatic),80.6,1652.35,Yes
CUST00406,Female,0,Yes,No,1,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),38.82,7057.23,Yes
CUST00407,Female,1,No,Yes,55,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,32.16,5120.18,Yes
CUST00408,Female,0,Yes,No,44,No,No phone service,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),116.36,957.65,No
CUST00409,Male,1,No,Yes,48,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No,Two year,No,Mailed check,55.68,5813.96,Yes
CUST00410,Female,0,No,No,56,Yes,Yes,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,41.53,8582.25,No
CUST00411,Female,1,No,Yes,43,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.81,7220.18,No
CUST00412,Male,0,Yes,No,8,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),103.05,239.45,No
CUST00413,Male,0,No,Yes,54,No,No phone service,No,No internet service,Yes,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),73.57,2645.21,Yes
CUST00414,Female,0,No,No,41,Yes,No phone service,No,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,110.02,2102.96,No
CUST00415,Female,0,No,No,71,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),84.57,6930.53,No
CUST00416,Male,0,No,Yes,16,Yes,Yes,No,No,Yes,No,No internet service,No,No,Two year,Yes,Credit card (automatic),33.69,5695.26,Yes
CUST00417,Female,0,Yes,No,27,Yes,No phone service,DSL,Yes,No,No,No,No internet service,Yes,One year,No,Electronic check,65.94,7849.2,Yes
CUST00418,Male,1,Yes,No,40,No,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,25.01,3409.59,Yes
CUST00419,Male,0,No,Yes,68,No,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),56.97,3010.51,No
CUST00420,Male,1,No,Yes,12,No,Yes,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,76.53,3791.67,Yes
CUST00421,Female,0,No,No,36,Yes,Yes,No,Yes,No internet service,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),93.96,3766.3,Yes
CUST00422,Male,1,Yes,Yes,15,No,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),97.16,6189.87,No
CUST00423,Male,0,Yes,Yes,51,No,No,No,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,43.74,2099.27,Yes
CUST00424,Male,0,Yes,No,18,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),54.01,4573.18,No
CUST00425,Female,1,No,No,56,No,No,No,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),119.4,3262.68,Yes
CUST00426,Male,1,Yes,Yes,20,No,Yes,No,Yes,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,77.44,7923.68,Yes
CUST00427,Female,1,Yes,No,10,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,57.76,5098.28,No
CUST00428,Female,0,Yes,No,68,No,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,74.58,2903.7,Yes
CUST00429,Female,0,Yes,Yes,15,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.51,7936.43,Yes
CUST00430,Male,1,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),44.52,2148.88,No
CUST00431,Male,0,Yes,No,34,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),54.79,7271.81,Yes
CUST00432,Female,1,Yes,No,69,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),95.47,2714.73,No
CUST00433,Female,1,Yes,Yes,1,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),96.56,1983.89,Yes
CUST00434,Female,0,No,Yes,43,Yes,No,No,Yes,No internet service,No,No,No internet service,No internet service,Two year,Yes,Mailed check,63.82,1829.58,No
CUST00435,Male,0,Yes,No,24,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),89.67,4137.81,Yes
CUST00436,Male,1,Yes,Yes,14,Yes,No,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Electronic check,100.24,271.95,No
CUST00437,Male,0,No,Yes,63,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,Yes,Mailed check,67.56,1294.04,Yes
CUST00438,Female,1,Yes,No,43,No,No phone service,No,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.38,5910.95,Yes
CUST00439,Male,0,No,No,22,No,No,DSL,No internet service,Yes,Yes,Yes,No,No,Two year,No,Mailed check,118.5,7744.54,Yes
CUST00440,Female,0,Yes,Yes,64,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,Two year,No,Electronic check,83.92,280.28,Yes
CUST00441,Male,0,Yes,No,37,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,No,One year,Yes,Mailed check,108.34,2615.68,No
CUST00442,Male,0,No,No,42,Yes,No phone service,No,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),93.98,6049.8,Yes
CUST00443,Female,1,No,Yes,36,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,102.82,6631.77,No
CUST00444,Female,1,No,Yes,33,No,No,DSL,No,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),88.25,836.94,Yes
CUST00445,Male,1,Yes,No,20,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,28.39,143.91,Yes
CUST00446,Female,0,Yes,No,9,No,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,103.24,6242.55,Yes
CUST00447,Female,1,Yes,Yes,40,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),117.86,4515.86,Yes
CUST00448,Female,0,No,No,19,No,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),22.17,2100.55,No
CUST00449,Male,1,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,63.95,3466.15,No
CUST00450,Female,1,Yes,Yes,63,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),25.78,515.86,Yes
CUST00451,Male,0,Yes,No,24,No,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),79.5,3154.12,No
CUST00452,Female,0,Yes,No,42,No,No,DSL,No,No internet service,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),63.14,4910.4,No
CUST00453,Female,1,Yes,Yes,49,No,No phone service,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),55.58,2726.91,No
CUST00454,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),102.39,7031.42,No
CUST00455,Female,0,Yes,Yes,48,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,83.57,8541.62,Yes
CUST00456,Female,1,No,No,65,No,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.9,2559.89,Yes
CUST00457,Female,1,No,Yes,30,No,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),115.67,2113.13,No
CUST00458,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No,One year,No,Credit card (automatic),29.76,1279.76,Yes
CUST00459,Female,1,Yes,Yes,48,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,78.13,5198.07,Yes
CUST00460,Female,1,Yes,Yes,44,No,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,No,Electronic check,41.76,3109.73,No
CUST00461,Female,0,No,Yes,40,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,No,Two year,No,Mailed check,96.62,6061.2,Yes
CUST00462,Male,0,Yes,Yes,5,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,98.95,458.94,Yes
CUST00463,Male,0,No,No,6,No,No,No,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.1,5682.26,No
CUST00464,Male,1,No,Yes,53,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),24.35,4144.84,Yes
CUST00465,Male,0,No,No,12,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),46.81,8227.22,No
CUST00466,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Electronic check,119.61,5775.77,Yes
CUST00467,Male,1,No,No,41,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,39.76,8524.84,No
CUST00468,Female,0,Yes,No,53,Yes,No,No,Yes,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),73.38,1087.52,Yes
CUST00469,Female,1,Yes,Yes,13,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Electronic check,30.51,363.93,Yes
CUST00470,Female,0,Yes,Yes,8,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,56.88,887.66,Yes
CUST00471,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,37.29,8479.99,No
CUST00472,Male,1,Yes,No,7,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,49.49,7472.39,Yes
CUST00473,Female,1,No,Yes,38,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),109.83,438.45,No
CUST00474,Female,1,No,No,1,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,One year,No,Mailed check,93.94,1238.18,Yes
CUST00475,Male,0,Yes,No,40,No,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),28.21,4282.83,No
CUST00476,Female,0,Yes,Yes,36,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),59.28,2118.5,Yes
CUST00477,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),81.58,7549.33,No
CUST00478,Female,0,No,Yes,70,No,No phone service,DSL,No,No internet service,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),112.93,3358.65,Yes
CUST00479,Female,0,No,Yes,33,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.55,5008.77,No
CUST00480,Female,1,Yes,No,4,No,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,55.5,6588.97,Yes
CUST00481,Male,1,Yes,No,54,No,Yes,No,No internet service,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),86.84,1316.92,Yes
CUST00482,Female,0,No,No,27,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,21.82,4689.19,Yes
CUST00483,Male,1,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,No,No internet service,Two year,No,Electronic check,89.3,5942.93,Yes
CUST00484,Male,0,Yes,Yes,5,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No,One year,No,Mailed check,101.91,6653.55,Yes
CUST00485,Male,1,Yes,No,2,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),96.52,8673.24,Yes
CUST00486,Male,1,No,Yes,2,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No,One year,No,Electronic check,90.27,7807.9,Yes
CUST00487,Female,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),40.99,8943.83,Yes
CUST00488,Female,1,No,Yes,23,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,No,Two year,No,Electronic check,28.36,270.78,Yes
CUST00489,Male,1,Yes,No,16,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,No internet service,One year,No,Electronic check,69.06,1870.67,Yes
CUST00490,Male,0,Yes,Yes,72,No,No phone service,DSL,No,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),54.2,754.08,No
CUST00491,Female,0,Yes,Yes,71,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,52.1,1869.56,No
CUST00492,Female,0,No,No,1,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,One year,No,Credit card (automatic),71.2,2620.13,Yes
CUST00493,Female,1,Yes,Yes,10,Yes,No,No,No,No,No,Yes,No,Yes,One year,No,Electronic check,89.38,7686.18,No
CUST00494,Male,0,No,Yes,22,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),33.31,8919.36,Yes
CUST00495,Male,1,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),44.61,2962.01,Yes
CUST00496,Male,0,No,Yes,33,No,Yes,No,No internet service,No,No,Yes,No,No,One year,No,Electronic check,77.64,8955.37,No
CUST00497,Female,0,Yes,Yes,2,No,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,29.79,8629.19,Yes
CUST00498,Female,0,No,Yes,41,No,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),71.66,2012.61,Yes
CUST00499,Male,1,Yes,No,72,No,Yes,DSL,Yes,No,Yes,No,No,No internet service,One year,Yes,Mailed check,30.62,7478.84,No
CUST00500,Female,0,No,No,50,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,77.9,6757.47,No
CUST00501,Female,1,Yes,Yes,19,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),104.02,6837.75,Yes
CUST00502,Male,0,No,No,35,Yes,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),102.27,1839.26,Yes
CUST00503,Male,0,Yes,Yes,60,No,Yes,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),20.01,4199.88,Yes
CUST00504,Female,1,Yes,Yes,9,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),31.28,3012.47,Yes
CUST00505,Male,0,No,No,44,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),53.02,6984.82,Yes
CUST00506,Male,0,Yes,Yes,33,No,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),60.3,3889.57,No
CUST00507,Female,1,No,No,48,No,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Mailed check,38.41,2481.45,Yes
CUST00508,Female,1,No,Yes,9,No,Yes,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.11,5823.8,Yes
CUST00509,Male,0,Yes,No,4,No,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.99,1525.45,Yes
CUST00510,Female,0,Yes,Yes,36,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),87.9,3937.65,No
CUST00511,Male,0,Yes,Yes,13,No,Yes,No,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,45.75,8335.34,No
CUST00512,Female,0,Yes,Yes,18,No,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,45.56,1316.97,No
CUST00513,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),83.85,7483.66,Yes
CUST00514,Male,1,No,No,25,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),93.66,8917.14,Yes
CUST00515,Female,0,Yes,No,7,No,No phone service,No,No,No,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),56.83,2218.04,Yes
CUST00516,Female,1,Yes,Yes,18,No,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,Two year,Yes,Electronic check,90.51,2841.43,Yes
CUST00517,Female,1,No,Yes,32,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,40.68,3241.32,No
